NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC
T,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HyphenationException,1,0,0,1,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,1,0,0,1,0
Accessibility,1,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,1,0,0,1,0
StructureTreeElement,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
State,1,2,0,1,1,0,0,0,1,0,2,1,0,13,0,0,2,0,0,1,0,0,1,0
Constants,0,0,0,1,0,0,0,0,0,0,0,0,0,1240,0,0,600,0,161,0,0,0,0,0
ValidationException,1,0,0,1,0,0,0,0,0,4,0,0,0,19,0,0,0,0,0,2,0,0,2,0
FOTreeBuilderContext,0.86,0,0,1,0,8,12,2,3,0,0,0,0,80,0,0,4,4,0,7,0,0,6,0
1,4,2,0,1,4,0,0,0,0,2,4,2,0,13,0,0,0,0,0,1,0,1,4,0
UnknownPropertyHandler,2.5,0,0,1,0,1,2,0,2,0,0,0,0,26,0,0,2,1,0,2,0,0,5,0
UnknownXMLObj,1.4,0,0,0.67,0,0,0,0,0,2,0,0,0,66,0,0,1,2,0,5,0,0,7,0
EOLchecker,3,0,0,1,3,1,3,0,1,0,4,0,0,34,0,0,2,0,0,3,0,0,9,0
PendingInline,1,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,0,1,0
LoadingException,1,0,0,1,0,0,0,0,0,2,0,0,0,9,0,0,1,0,0,1,0,0,1,0
OldExtensionElementMapping,1.5,0,0,0.67,0,0,0,0,0,1,0,0,0,23,0,0,1,0,0,2,0,1,3,0
Resolver,2,19,0,1,6,1,4,1.5,2,0,23,5,10,182,0,0,4,0,3,10,0,0.49,20,0
ResolverInHeader,1,3,0,1,2,0,0,0,0,1,4,1,0,52,0,0,0,0,0,4,0,0,4,0
ResolverInFooter,1,5,1,1,2,0,0,1,0,1,6,1,0,38,0,0,0,0,0,4,0,1,4,0
ResolverInBody,2.5,2,0,1,1,0,0,0,0,1,2,1,0,38,0,0,1,0,0,2,0,1,5,0
FixedColRowGroupBuilder,2.45,6,0,1,16,0,0,0,2,1,30,5,0,160,0,0,7,0,0,11,0,0.24,27,0
RowGroupBuilder,0.12,0,0,1,0,9,11,0,1,0,0,0,0,70,0,0,1,0,2,8,0,0,1,0
VariableColRowGroupBuilder,1,2,0,1,2,0,0,0,1,1,2,2,0,88,0,0,1,0,0,8,0,0.71,8,0
AbstractTableTest,1,2,0,1,3,0,0,0,2,0,5,2,0,29,0,0,2,1,6,4,0,0,4,0
AllTests,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
ErrorCheckTest,1,0,0,0.33,0,0,0,0,0,1,0,0,0,13,0,0,0,0,2,1,0,1,1,0
TablePercentBaseContext,1,0,0,1,0,1,2,0,0,0,0,0,0,12,0,0,1,2,0,2,0,0,2,0
Title,1.5,0,0,1,0,0,0,0,0,4,0,0,0,38,0,0,0,2,0,4,0,0,6,0
AllTests,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
CommonRelativePosition,1,2,0,1,3,0,0,2,1,0,8,1,0,41,0,0,5,0,0,1,5,0,1,0
CommonMarginInline,1,2,0,1,3,0,0,2,2,0,9,1,0,47,0,0,6,0,0,1,6,0,1,0
PropertyCache,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LengthProperty,1,0,3,1,0,1,1,2,0,1,0,0,0,69,0,0,0,4,4,4,0,0,4,0
BackgroundPositionShorthand,0,0,0,1,0,0,0,0,0,2,0,0,0,101,0,0,0,0,0,0,0,0,0,0
BorderSpacingShorthandParser,2,1,1,1,3,0,0,0,0,1,4,1,0,20,0,0,0,0,0,2,0,1,4,0
Dimension1PercentBase,1,0,0,1,0,0,0,2,0,0,0,0,0,16,0,0,0,3,0,3,0,0,3,0
BoxCornerPropShorthandParser,4,1,1,1,3,0,0,0,0,1,3,1,0,38,0,0,0,0,0,2,0,1,8,0
BoxPropShorthandParser,5.5,1,1,1,3,0,0,0,0,1,3,1,0,40,0,0,0,0,0,2,0,1,11,0
CommonAural,1,0,0,1,0,0,0,2,0,0,0,0,0,99,0,0,18,0,0,1,18,0,1,0
FontShorthandProperty,1,0,0,1,0,0,1,0,0,2,0,0,0,171,0,0,0,0,0,2,0,1,2,0
T,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IFException,1,0,0,1,0,0,0,0,0,2,0,0,0,29,0,0,1,0,0,2,0,0,2,0
AbstractIFPainter,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
T,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CornerAngles,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IFConstants,0,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,22,0,2,0,0,0,0,0
RegionType,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TextUtil,2.56,1,0,1,3,1,3,0,2,0,6,1,0,116,0,0,8,2,0,9,0,0.19,23,0
IFRendererConfig,1,0,0,1,0,0,0,0,1,0,0,0,0,31,0,0,1,1,0,2,0,1,2,0
IFStructureTreeElement,1,0,0,1,0,2,3,0,0,0,0,0,0,16,0,0,1,1,0,3,0,1,3,0
Event,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,5,1,0,1,0,0
Element,1,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,3,0,2,1,0,0,1,0
StartElement,1,0,0,1,0,0,0,0,0,2,0,0,0,15,0,0,1,0,0,2,0,1,2,0
EndElement,1,0,0,1,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,2,0,1,2,0
StartPrefixMapping,1,0,0,1,0,0,0,0,0,1,0,0,0,15,0,0,2,0,0,2,0,1,2,0
EndPrefixMapping,1,0,0,1,0,0,0,0,0,1,0,0,0,13,0,0,1,0,0,2,0,1,2,0
BorderPainterTester,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BorderPropsBuilder,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ConfigurationException,1,0,0,1,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,2,0,0,2,0
PaintingInfo,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
AFPConstants,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,6,0,0,0,0,0,0,0
RectanglePaintingInfo,1,0,0,1,0,2,2,2,0,0,0,0,0,59,0,0,4,4,0,5,0,0,5,0
ResourceType,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AbstractCachedObject,0.5,0,0,1,0,1,2,0,1,0,0,0,0,12,0,0,2,0,2,2,0,1,1,0
