NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC,acsm,is_brain
IteratorWithLowerBound,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,4,0,0,0,0,1,0,1.0,0,1.0,,1,0
JavaUtils,3.25,0,0,1.0,0,0,0,0.0,0,0,0,0,0,90,0,0,1,0,4,0,0.0,13,1.0,,1,0
LockedDynamicList,1.0,0,0,1.0,0,0,0,0.0,0,1,0,0,0,66,0,0,1,0,5,0,1.0,5,1.0,,1,0
LongAccumulator,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,4,0,0,0,0,1,0,1.0,0,1.0,,1,0
LongTimSort,9.82,0,0,1.0,1,0,0,3.0,3,0,1,0,0,812,0,0,11,0,17,0,0.01,167,1.0,,1,0
LongComparator,0.0,0,0,1.0,0,1,6,0.0,0,0,0,0,0,5,0,0,0,0,1,0,1.0,0,1.0,,1,0
MonotonicClockTranslation,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,9,0,0,0,1,3,0,0.0,0,1.0,,1,0
MurmurHash,4.09,0,0,1.0,0,0,0,0.0,0,0,0,0,0,320,0,0,0,0,11,0,0.0,45,1.0,,1,0
Mx4jTool,1.67,0,0,1.0,0,0,0,0.0,0,0,0,0,0,61,0,0,1,0,3,0,0.0,5,1.0,,1,0
NativeLibraryDarwin,0.56,0,0,1.0,0,0,0,0.0,0,0,0,0,0,87,0,0,2,0,18,0,0.0,10,1.0,,1,0
NativeLibraryWrapper,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,18,0,0,0,3,10,0,0.0,0,1.0,,1,0
NativeLibraryLinux,0.53,0,0,1.0,0,0,0,0.0,0,0,0,0,0,87,0,0,2,0,19,0,0.0,10,1.0,,1,0
NativeLibraryWindows,0.91,0,0,1.0,0,0,0,0.0,0,0,0,0,0,89,0,0,2,0,11,0,0.0,10,1.0,,1,0
ObjectSizes,1.31,0,0,1.0,0,0,0,0.0,0,0,0,0,0,135,0,0,3,0,13,0,0.01,17,1.0,,1,0
LogOutput,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,24,0,0,1,0,4,0,1.0,4,1.0,,1,0
ResourceWatcher,1.0,0,0,1.0,3,0,0,0.0,0,0,3,0,0,41,0,0,0,0,1,0,1.0,1,1.0,,1,0
WatchedResource,1.5,0,0,1.0,0,0,0,0.0,0,0,0,0,0,33,0,0,4,0,2,0,1.0,3,1.0,,1,0
RMIServerSocketFactoryImpl,1.5,0,0,1.0,0,0,0,0.0,0,0,0,0,0,44,0,0,1,0,4,0,0.0,6,1.0,,1,0
SortedBiMultiValMap,0.5,0,0,1.0,0,0,0,0.0,0,1,0,0,0,24,0,0,0,0,2,0,1.0,1,1.0,,1,0
StatusLogger,4.0,0,0,1.0,0,0,0,0.5,0,0,0,0,0,78,0,0,2,0,1,0,1.0,4,1.0,,1,0
SystemTimeSource,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,28,0,0,0,0,4,0,0.0,4,1.0,,1,0
WindowsTimer,1.4,0,0,1.0,0,0,0,0.0,0,0,0,0,0,43,0,0,1,0,5,0,0.17,7,1.0,,1,0
FreeRunningClock,1.0,0,0,1.0,0,2,2,0.0,0,0,0,0,0,49,0,0,1,0,8,0,0.0,8,1.0,,1,0
KillerForTests,1.17,0,0,1.0,0,2,5,0.0,0,1,0,0,0,41,0,0,3,0,6,0,0.0,7,1.0,,1,0
AbstractIteratorTest,2.1,2,0,1.0,2,0,0,0.0,0,0,2,2,0,362,0,0,0,0,10,0,0.0,21,1.0,,1,0
BytesReadTrackerTest,2.25,0,0,1.0,3,0,0,0.0,0,0,4,0,0,221,0,0,0,0,8,0,0.0,18,1.0,,1,0
EstimatedHistogramTest,2.0,1,0,1.0,1,0,0,0.0,0,0,14,1,0,155,0,0,0,0,7,0,0.0,14,1.0,,1,0
FastByteOperationsTest,1.77,0,0,1.0,3,0,0,0.0,2,0,8,0,0,137,0,0,7,0,13,0,0.09,23,1.0,,1,0
FixedMonotonicClock,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,53,0,0,1,0,6,0,0.0,6,1.0,,1,0
FakeMonotonicClockTranslation,1.0,0,0,1.0,0,0,0,0.0,1,0,0,0,0,19,0,0,1,0,3,0,0.0,3,1.0,,1,0
HexTest,2.0,0,0,1.0,1,0,0,0.0,0,0,2,0,0,40,0,0,0,0,2,0,0.0,4,1.0,,1,0
HistogramBuilderTest,2.33,2,0,1.0,2,0,0,0.0,0,0,6,1,0,84,0,0,0,0,6,0,0.67,14,1.0,,1,0
IntervalTreeTest,1.0,0,0,1.0,2,0,0,0.0,0,0,3,0,0,159,0,0,0,0,3,0,0.0,3,1.0,,1,0
JavaUtilsTest,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,29,0,0,0,0,1,0,1.0,1,1.0,,1,0
JVMStabilityInspectorTest,1.0,6,0,1.0,4,0,0,0.0,0,0,6,4,0,127,0,0,0,0,5,0,0.0,5,1.0,,1,0
MonotonicClockTest,5.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,32,0,0,0,0,1,0,1.0,5,1.0,,1,0
NativeLibraryTest,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,17,0,0,0,0,2,0,0.0,2,1.0,,1,0
AuditLogFilter,3.0,11,0,1.0,3,0,0,0.5,0,0,12,3,2000,135,0,0,8,0,5,0,0.0,15,1.0,,0.023016202998558655,False
IAuditLogger,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,16,0,0,0,4,3,0,0.0,0,1.0,,1,0
Message,1.0,1,0,1.0,2,0,0,0.0,0,1,2,1,0,38,0,0,1,0,6,0,0.1,6,1.0,,0.2523771936111569,False
DiagnosticEventAuditLogger,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,22,0,0,0,0,4,0,0.0,4,1.0,,0.2500000000000001,False
FileAuditLogger,1.0,0,0,1.0,1,0,0,0.0,0,0,1,0,0,31,0,0,2,0,4,0,0.0,4,1.0,,0.25,False
NoOpAuditLogger,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,25,0,0,0,0,4,0,0.0,4,1.0,,0.25,False
AuditLoggerTest,1.07,5,0,1.0,3,0,0,4.0,0,1,14,1,1100,761,0,0,0,0,43,0,0.0,46,1.0,,1,0
IResource,0.0,0,0,1.0,0,7,8,0.0,0,0,0,0,0,40,0,0,0,3,5,0,0.0,0,1.0,,1,0
RoleResource,1.73,0,0,1.0,0,9,14,0.0,4,0,0,0,0,149,8,0,6,0,15,0,0.17,26,1.0,,0.03150456637273384,False
AllowAllInternodeAuthenticator,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,11,0,0,0,0,2,0,0.0,2,1.0,,0.10082483012440431,False
IInternodeAuthenticator,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,19,0,0,0,1,2,0,0.0,0,1.0,,1,0
AuthCacheMBean,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,16,0,0,0,0,7,0,0.0,0,1.0,,0.33333333333333326,False
AuthConfig,16.0,3,0,1.0,3,0,0,0.0,0,0,3,3,0,85,0,0,2,0,1,0,1.0,16,1.0,,0.10331972044712805,False
