NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC
Constructable,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,1
UnreachableException,1,0,0,1,0,0,0,0,1,3,0,0,0,19,0,0,2,0,0,3,0,1,3,1
PropertyConverter,0,0,0,1,0,2,6,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,1
PropertyHelper,4.71,0,0,1,1,0,0,0,1,0,1,0,0,138,0,0,1,0,0,7,0,0,33,1
ProtocolStackConfigurator,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1
DefaultSocketFactory,0.96,0,0,1,0,0,0,0,0,0,0,0,0,101,0,0,0,1,0,25,0,0,24,0.96
ByteBufferOutputStream,1.79,0,0,1,1,0,0,0,0,0,1,0,0,130,0,0,1,1,0,19,0,0.36,34,0.94
AWSAuthConnection,1.89,3,0,1,8,1,4,2,1,0,21,2,0,564,0,0,8,0,0,38,0,0.02,72,0.92
Connection,0,0,0,1,0,1,1,0,2,0,0,0,0,17,0,0,3,0,0,11,0,0,0,0.92
ApplFrame,1,0,0,1,1,0,0,0,1,4,2,0,0,57,0,0,1,0,0,12,1,0.05,12,0.92
ConcurrentLinkedBlockingQueue2,1.8,0,0,1,0,0,0,0,0,1,0,0,0,158,0,0,6,0,0,15,1,0.16,27,0.92
MessageID,1.82,3,0,1,1,0,0,0,1,0,3,1,0,78,5,0,2,1,0,11,0,0.28,20,0.89
Credit,1.42,1,0,1,1,0,0,0,1,0,2,1,0,118,0,0,6,1,0,12,0,0.33,17,0.89
AuthToken,0.62,0,0,1,0,0,0,0,1,0,0,0,0,39,7,0,2,1,5,8,0,0,5,0.88
RpcDispatcherAnycastMultipleCallsTest,2.8,0,0,1,0,0,0,0,0,1,0,0,0,113,0,0,2,0,0,10,0,0.02,28,0.86
1,1,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,2,0,8,0,0,8,0.86
RpcDispatcherUnicastMethodExceptionTest,1,3,0,1,2,0,0,0,1,1,3,2,0,134,0,0,2,0,0,18,2,0.43,18,0.83
ListAllMyBucketsHandler,1.57,1,0,1,1,1,1,0,4,1,1,1,0,57,0,0,4,1,0,7,0,0.07,11,0.83
RegexMembership,3,0,0,1,2,0,0,0,0,1,4,0,0,78,0,0,4,1,0,7,0,0.07,21,0.83
SeqnoComparatorTest,1,1,0,1,1,0,0,0,1,0,1,1,0,67,0,0,1,0,0,5,0,1,5,0.83
MockSocketChannel,1.64,0,0,1,0,0,0,0,0,4,0,0,0,174,0,0,4,4,0,28,0,0,46,0.83
Whiteboard,1.65,8,0,1,6,1,4,0,2,4,8,6,0,226,0,0,10,0,0,26,4,0.3,43,0.81
LocationResponseHandler,1.4,0,0,1,0,0,0,0,0,1,0,0,0,25,0,0,2,0,0,5,1,0.17,7,0.8
Chat,2,0,3,1,0,0,0,0,0,1,0,0,0,80,2,0,1,0,0,8,1,0.43,16,0.8
Average,1.4,2,0,1,1,1,2,0,0,0,2,1,0,64,6,0,2,2,0,10,0,0.07,14,0.8
