NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC,acsm,is_brain
ExtensionHandlerJavaPackage,8.0,5,0,1.0,11,0,0,4.0,0,2,24,3,101,401,0,0,0,0,0,6,0,0.6,48,1.0,0.10208474096159502,False
1,1.33,0,0,1.0,1,0,0,0.0,0,1,1,0,0,20,0,0,1,0,0,3,0,0.33,4,1.0,1,0
XPathFunctionImpl,1.67,0,0,1.0,1,0,0,0.0,1,0,1,0,0,43,0,0,2,0,0,3,0,0.0,5,1.0,0.01779768920668153,False
ConnectionPoolManager,1.8,0,0,1.0,3,2,3,0.0,0,0,4,0,0,89,0,0,1,0,0,5,0,1.0,9,1.0,0.17153972624988864,False
ConnectionPool,0.0,0,0,1.0,0,3,11,0.0,0,0,0,0,0,122,0,0,0,0,2,14,0,0.0,0,1.0,0.2596955623283829,False
CharacterNodeHandler,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,8,0,0,0,0,0,1,0,1.0,0,1.0,1,0
ObjectArray,1.71,1,0,1.0,1,2,5,0.0,2,0,2,1,0,168,0,0,4,0,0,7,0,0.6,12,1.0,0.1262549238010094,False
1,1.0,0,0,1.0,0,0,0,0.0,0,1,0,0,0,10,0,0,0,0,0,1,0,1.0,1,1.0,1,0
2,1.0,0,0,1.0,0,0,0,0.0,0,1,0,0,0,10,0,0,0,0,0,1,0,1.0,1,1.0,1,0
3,2.0,0,0,1.0,1,0,0,0.0,0,1,1,0,0,13,0,0,0,0,0,1,0,1.0,2,1.0,1,0
4,1.0,0,0,1.0,1,0,0,0.0,0,1,1,0,0,5,0,0,0,0,0,1,0,1.0,1,1.0,1,0
5,1.0,0,0,1.0,1,0,0,0.0,0,1,1,0,0,5,0,0,0,0,0,1,0,1.0,1,1.0,1,0
6,2.0,0,0,1.0,1,0,0,0.0,0,1,2,0,0,11,0,0,0,0,0,1,0,1.0,2,1.0,1,0
7,2.0,0,0,1.0,1,0,0,0.0,0,1,1,0,0,5,0,0,0,0,0,1,0,1.0,2,1.0,1,0
8,1.0,0,0,1.0,1,0,0,0.0,0,1,1,0,0,5,0,0,0,0,0,1,0,1.0,1,1.0,1,0
AbsPathChecker,1.67,0,2,1.0,1,1,1,0.0,0,1,1,0,0,45,1,0,1,0,0,3,0,1.0,5,1.0,0.019913599704981227,False
XSLTVisitable,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,9,0,0,0,0,72,1,0,1.0,0,1.0,1,0
XSLTVisitor,1.0,0,0,1.0,0,6,7,0.0,0,1,0,0,0,83,8,0,0,0,1,8,0,0.0,8,1.0,0.17069156665547625,False
LiteralElementAttributes,3.11,5,0,1.0,4,0,0,0.5,0,0,6,3,0,163,0,0,1,0,0,9,0,0.43,28,1.0,1,0
NumberFormatStringTokenizer,3.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,126,0,0,3,0,0,7,0,1.0,21,1.0,1,0
TemplateWalker,5.0,5,0,1.0,3,0,0,0.0,1,0,5,3,0,51,0,0,4,0,0,2,0,1.0,10,1.0,1,0
KeyManager,5.5,2,0,1.0,4,1,1,0.0,1,0,7,2,0,66,0,0,1,0,0,2,0,1.0,11,1.0,0.056744940941969156,False
ClonerToResultTree,12.0,0,0,1.0,4,0,0,1.0,0,0,23,0,0,165,0,0,0,0,0,1,0,1.0,12,1.0,0.03125886725831213,False
MsgMgr,1.42,1,0,1.0,2,10,11,0.0,1,0,3,1,0,263,0,0,1,0,0,12,0,0.11,17,1.0,0.1607110871390362,False
SerializerSwitcher,6.0,1,0,1.0,5,0,0,0.5,0,0,13,1,0,148,0,0,0,0,0,3,0,0.33,18,1.0,0.10452742341906691,False
