NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC,acsm,is_brain
Prefixes,1.5,1,0,1.0,1,0,0,0.0,1,0,1,1,0,41,0,0,3,0,0,4,0,1.0,6,1.0,1,0
SAXMessageFormatter,7.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,65,0,0,0,0,0,1,0,1.0,7,1.0,1,0
ShadowedSymbolTable,1.4,0,0,0.0,0,0,0,0.0,1,1,0,0,0,87,0,0,1,0,0,5,0,1.0,7,1.0,0.025244379233569158,False
SoftReferenceSymbolTable,3.6,8,9,0.77,3,0,0,0.5,2,1,8,3,1100,421,0,0,2,0,0,15,0,0.82,54,1.0,0.09940694716003137,False
ArrayFillingCodeGenerator,11.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,47,0,0,0,0,0,1,0,1.0,11,1.0,1,0
XJavac,6.0,0,0,1.0,0,0,0,0.0,0,4,0,0,0,119,0,0,0,0,0,3,0,0.0,18,1.0,1,0
XMLErrorHandler,0.0,0,0,1.0,0,2,4,0.0,0,0,0,0,0,72,0,0,0,0,9,3,0,0.0,0,1.0,1,0
XMLParserConfiguration,0.0,0,0,1.0,0,21,70,0.0,0,0,0,0,0,175,17,0,0,0,22,19,0,0.0,0,1.0,1,0
XMLEntityResolver,0.0,0,0,1.0,0,3,3,0.0,0,0,0,0,0,21,0,0,0,0,7,1,0,1.0,0,1.0,0.010870836102019355,False
XMLComponent,0.0,0,0,1.0,0,12,39,0.0,0,0,0,0,0,93,0,0,0,0,25,7,0,0.0,0,1.0,1,0
XMLComponentManager,0.0,0,0,1.0,0,17,20,0.0,0,0,0,0,0,27,0,0,0,0,26,2,0,0.0,0,1.0,1,0
XMLDocumentSource,0.0,0,0,1.0,0,16,21,0.0,0,0,0,0,0,13,0,0,0,0,21,2,0,0.0,0,1.0,1,0
XMLPullParserConfiguration,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,50,3,0,0,0,17,3,0,0.0,0,1.0,0.05442428574671002,False
XMLDTDSource,0.0,0,0,1.0,0,9,9,0.0,0,0,0,0,0,13,0,0,0,0,11,2,0,0.0,0,1.0,1,0
XMLDTDContentModelSource,0.0,0,0,1.0,0,5,5,0.0,0,0,0,0,0,13,0,0,0,0,7,2,0,0.0,0,1.0,1,0
XMLDocumentScanner,0.0,0,0,1.0,0,6,6,0.0,0,0,0,0,0,33,2,0,0,0,5,2,0,0.0,0,1.0,0.039465720079404874,False
XMLDTDScanner,0.0,0,0,1.0,0,3,3,0.0,0,0,0,0,0,57,3,0,0,0,2,3,0,0.0,0,1.0,0.29237027338532584,False
RevalidationHandler,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,13,1,0,0,0,5,1,0,1.0,0,1.0,1,0
ArrayEnumeration,1.33,0,0,1.0,0,0,0,0.0,1,0,0,0,0,52,0,0,2,0,0,3,0,1.0,4,1.0,1,0
ExternalSubsetResolver,0.0,0,0,1.0,0,2,2,0.0,0,0,0,0,0,22,1,0,0,0,1,1,0,1.0,0,1.0,1,0
XMLDocumentScannerImpl,4.0,5,2,0.2,13,3,4,2.0,8,2,27,3,1101,1286,0,0,34,0,3,14,0,0.15,56,1.0,0.33662175046651394,False
XML11EntityScanner,22.31,10,12,0.75,9,0,0,6.5,0,1,29,3,100,1383,0,0,0,0,0,13,0,1.0,290,1.0,2.4215584173443174,False
Dispatcher,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,22,0,0,0,0,8,1,0,1.0,0,1.0,1,0
XMLScanner,8.4,5,0,1.0,12,8,12,8.0,7,0,54,3,110,1449,4,0,33,1,7,30,0,0.29,252,1.0,1.3093254485211174,False
XMLEntityHandler,0.0,0,0,1.0,0,2,4,0.0,0,0,0,0,0,39,0,0,0,0,7,2,0,0.0,0,1.0,1,0
ElementStack,1.75,1,0,1.0,1,3,11,0.0,1,0,2,1,0,72,0,0,2,0,0,4,0,1.0,7,1.0,1,0
FragmentContentDispatcher,7.5,18,0,1.0,13,0,0,3.0,0,0,58,6,1110,296,0,0,0,0,3,6,0,0.1,45,1.0,1,0
XMLDeclDispatcher,6.0,17,0,1.0,13,0,0,1.0,0,0,35,7,1010,85,0,0,0,0,0,1,0,1.0,6,1.0,1,0
PrologDispatcher,34.0,19,0,1.0,9,0,0,1.0,0,0,48,4,1010,188,0,0,0,0,0,1,0,1.0,34,1.0,1,0
DTDDispatcher,19.0,23,0,1.0,13,0,0,0.5,0,0,44,6,1001,137,0,0,0,0,0,1,0,1.0,19,1.0,1,0
TrailingMiscDispatcher,19.0,7,0,1.0,7,0,0,1.0,0,0,29,3,1010,142,0,0,0,0,0,1,0,1.0,19,1.0,1,0
XMLEntityDescription,0.0,0,0,1.0,0,2,2,0.0,0,0,0,0,0,17,2,0,0,0,1,2,0,0.0,0,1.0,1,0
1,1.0,0,0,1.0,0,0,0,0.0,0,1,0,0,0,5,0,0,0,0,0,1,0,1.0,1,1.0,1,0
XMLVersionDetector,3.4,14,0,1.0,9,4,4,1.5,5,0,30,4,1010,199,0,0,11,0,0,5,0,0.5,17,1.0,0.0568897832755013,False
BalancedDTDGrammar,2.0,0,7,0.19,1,0,0,0.0,3,1,5,0,0,252,0,0,5,0,0,13,0,0.64,26,1.0,0.06030506670896017,False
QNameHashtable,4.33,0,0,1.0,1,1,6,0.5,2,0,1,0,0,228,0,0,9,0,0,6,0,0.6,26,1.0,1,0
DTDGrammarBucket,1.0,1,0,1.0,1,3,16,0.0,2,0,1,1,0,72,0,0,3,4,0,8,0,0.43,8,1.0,0.049404977040249674,False
XML11DTDValidator,2.33,0,0,0.23,2,0,0,0.0,0,1,2,0,0,52,0,0,1,0,1,3,0,0.0,7,1.0,0.22222222222222213,False
Provider,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,20,0,0,0,0,0,1,0,1.0,0,1.0,1,0
XMLDTDValidatorFilter,0.0,0,0,1.0,0,2,2,0.0,0,0,0,0,0,19,2,0,0,0,4,2,0,0.0,0,1.0,1,0
XMLGrammarPool,0.0,0,0,1.0,0,8,15,0.0,0,0,0,0,0,59,0,0,0,0,12,6,0,0.0,0,1.0,0.46916467923378274,False
Grammar,0.0,0,0,1.0,0,5,5,0.0,0,0,0,0,0,8,0,0,0,0,6,1,0,1.0,0,1.0,0.07304241656671433,False
XMLDTDDescription,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,10,1,0,0,0,1,1,0,1.0,0,1.0,0.031616147078898815,False
XMLGrammarLoader,0.0,0,0,1.0,0,1,5,0.0,0,0,0,0,0,106,0,0,0,0,3,13,0,0.0,0,1.0,0.08924823529288747,False
XSGrammar,0.0,0,0,1.0,0,2,4,0.0,0,0,0,0,0,21,2,0,0,0,3,2,0,0.0,0,1.0,0.05283357893004508,False
FilePathToURI,7.0,0,0,1.0,0,0,0,0.5,1,0,0,0,0,112,0,0,4,0,0,2,0,1.0,14,1.0,0.14222257313258183,False
SchemaNamespaceSupport,3.83,2,0,0.8,1,3,7,0.0,1,1,5,1,0,213,3,0,1,0,0,6,0,0.5,23,1.0,0.025236037647087914,False
XSElementDeclHelper,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,4,0,0,0,0,2,1,0,1.0,0,1.0,1,0
ShortVector,1.5,0,0,1.0,0,1,4,0.0,1,0,0,0,0,73,0,0,2,0,0,8,0,0.73,12,1.0,1,0
KeyRefValueStore,1.67,5,0,0.27,4,0,0,0.0,1,1,7,4,0,61,0,0,1,0,0,3,0,0.0,5,1.0,1,0
1,5.0,3,0,1.0,2,0,0,0.5,0,1,3,2,1000,33,0,0,0,0,0,1,0,1.0,5,1.0,1,0
XSNamespaceItemListIterator,1.2,2,0,1.0,1,0,0,0.0,0,0,2,1,0,39,0,0,1,0,0,10,0,0.42,12,1.0,1,0
DOMImplementationAS,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,24,0,0,0,0,1,3,0,0.0,0,1.0,0.025612387675450984,False
ASModel,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,197,20,0,0,0,1,20,0,0.0,0,1.0,0.2559433563804656,False
DOMASBuilder,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,71,0,0,0,0,1,4,0,0.0,0,1.0,1,0
DOMASWriter,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,17,0,0,0,0,0,1,0,1.0,0,1.0,0.06464851360669426,False
ASNamedObjectMap,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,118,0,0,0,0,0,8,0,0.0,0,1.0,0.07307568595013492,False
ASObjectList,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,19,0,0,0,0,0,2,0,0.0,0,1.0,1,0
ASNotationDeclaration,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,24,4,0,0,0,0,4,0,0.0,0,1.0,1,0
CharacterDataEditAS,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,58,6,0,0,0,0,6,0,0.0,0,1.0,0.28194890606508105,False
DocumentAS,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,93,0,0,0,0,0,10,0,0.0,0,1.0,0.364515611597441,False
DocumentEditAS,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,25,2,0,0,0,0,2,0,0.0,0,1.0,0.0962965793089782,False
ElementEditAS,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,124,13,0,0,0,0,13,0,0.0,0,1.0,0.11090751937217133,False
XBase64,2.5,0,0,1.0,1,0,0,0.0,0,2,1,0,0,34,3,0,0,0,0,4,0,1.0,10,1.0,1,0
DateDV,1.75,9,3,1.0,2,0,0,1.0,0,3,12,1,0,57,0,0,0,0,0,4,0,0.17,7,1.0,1,0
DateTimeDV,2.67,9,1,0.27,2,0,0,0.5,0,2,12,1,0,56,0,0,0,0,1,3,0,0.0,8,1.0,1,0
DayDV,3.0,8,2,0.36,3,0,0,1.0,0,2,12,1,0,82,0,0,1,0,0,4,0,0.17,12,1.0,1,0
DayTimeDurationDV,5.0,4,2,0.4,2,0,0,0.5,0,3,5,1,0,24,0,0,0,0,0,2,0,0.0,10,1.0,0.06251023901246451,False
XHex,2.5,0,0,1.0,1,0,0,0.0,0,2,1,0,0,34,3,0,0,0,0,4,0,1.0,10,1.0,1,0
IntegerDV,1.0,0,1,1.0,2,0,0,0.0,0,2,2,0,0,11,0,0,0,0,0,1,0,1.0,1,1.0,1,0
MonthDayDV,3.0,9,2,0.33,3,0,0,1.5,0,2,13,1,0,92,0,0,1,0,0,4,0,0.17,12,1.0,1,0
MonthDV,3.5,8,2,0.36,3,0,0,1.0,0,2,12,1,0,129,0,0,0,0,0,4,0,0.17,14,1.0,1,0
TimeDV,2.0,13,2,0.36,2,0,0,1.5,0,2,16,1,0,75,0,0,0,0,0,4,0,0.17,8,1.0,1,0
1,2.0,0,0,1.0,0,0,0,0.0,0,1,0,0,0,8,0,0,0,0,0,1,0,1.0,2,1.0,1,0
AbstractObjectList,1.33,0,0,1.0,0,0,0,0.0,0,1,0,0,0,11,2,0,0,0,2,3,0,0.0,4,1.0,1,0
YearDV,3.25,8,2,0.33,2,0,0,1.0,0,2,11,1,0,88,0,0,0,0,0,4,0,0.17,13,1.0,0.028168852179326593,False
YearMonthDurationDV,3.0,2,2,0.4,2,0,0,0.5,0,3,3,1,0,26,0,0,0,0,0,2,0,0.0,6,1.0,1,0
YearMonthDV,1.75,9,2,0.3,2,0,0,1.5,0,2,12,1,0,63,0,0,0,0,0,4,0,0.17,7,1.0,1,0
XIntPool,3.0,0,0,1.0,1,1,2,0.0,1,0,1,0,0,16,0,0,2,0,0,1,0,1.0,3,1.0,0.04733727810650886,False
XInt,1.0,0,0,1.0,0,10,15,0.0,0,0,0,0,0,24,0,0,1,0,0,5,0,1.0,5,1.0,0.18750000000000042,False
